endpoint,model,framing,framing_id,mean,sd_across_scenarios,model_baseline,delta
composite_guiding,GPT-5.3,Angry,C,2.585,0.19300259065618783,2.5025,0.08250000000000002
composite_guiding,GPT-5.3,Hyper-rational,D,2.36,0.18226964152656425,2.5025,-0.14250000000000007
composite_guiding,GPT-5.3,Overwhelmed,E,2.495,0.21009257218875896,2.5025,-0.00749999999999984
composite_guiding,GPT-5.3,Humor,F,2.5149999999999997,0.22979459426965543,2.5025,0.012499999999999734
composite_guiding,Gemini 3.1 Pro,Anxious,A,2.725,0.19184774055368897,2.6933333333333334,0.03166666666666673
composite_guiding,Gemini 3.1 Pro,Stoic,B,2.675,0.1687371394276382,2.6933333333333334,-0.018333333333333535
composite_guiding,Gemini 3.1 Pro,Angry,C,2.855,0.18325756009871283,2.6933333333333334,0.16166666666666663
composite_guiding,Gemini 3.1 Pro,Hyper-rational,D,2.4999999999999996,0.25603819159562025,2.6933333333333334,-0.1933333333333338
composite_guiding,Gemini 3.1 Pro,Overwhelmed,E,2.7150000000000003,0.2095630374533321,2.6933333333333334,0.021666666666666945
composite_guiding,Gemini 3.1 Pro,Humor,F,2.6900000000000004,0.20385179801894204,2.6933333333333334,-0.0033333333333329662
composite_guiding,Kimi K2.5,Anxious,A,2.925,0.16201851746019652,2.8558333333333334,0.06916666666666638
composite_guiding,Kimi K2.5,Stoic,B,2.9,0.17795130420052185,2.8558333333333334,0.044166666666666465
composite_guiding,Kimi K2.5,Angry,C,2.955,0.06433419688539592,2.8558333333333334,0.09916666666666663
composite_guiding,Kimi K2.5,Hyper-rational,D,2.715,0.23926972228010795,2.8558333333333334,-0.1408333333333336
composite_guiding,Kimi K2.5,Overwhelmed,E,2.88,0.1636391694484477,2.8558333333333334,0.024166666666666448
composite_guiding,Kimi K2.5,Humor,F,2.7600000000000002,0.2412928142780514,2.8558333333333334,-0.09583333333333321
composite_guiding,Qwen 3.5,Anxious,A,2.7350000000000003,0.2095630374533321,2.7325,0.002500000000000391
composite_guiding,Qwen 3.5,Stoic,B,2.79,0.19972202905260325,2.7325,0.05750000000000011
composite_guiding,Qwen 3.5,Angry,C,2.855,0.19068589646618106,2.7325,0.12250000000000005
composite_guiding,Qwen 3.5,Hyper-rational,D,2.6350000000000002,0.20145305491189097,2.7325,-0.0974999999999997
composite_guiding,Qwen 3.5,Overwhelmed,E,2.685,0.18265024257063314,2.7325,-0.047499999999999876
composite_guiding,Qwen 3.5,Humor,F,2.6949999999999994,0.18922355972646632,2.7325,-0.03750000000000053
composite_guiding,MiniMax M2.7,Anxious,A,2.6399999999999997,0.2447220645730354,2.6583333333333337,-0.01833333333333398
composite_guiding,MiniMax M2.7,Stoic,B,2.7700000000000005,0.17669811040931432,2.6583333333333337,0.1116666666666668
composite_guiding,MiniMax M2.7,Angry,C,2.685,0.1292069829554287,2.6583333333333337,0.026666666666666394
composite_guiding,MiniMax M2.7,Hyper-rational,D,2.605,0.2178812112648134,2.6583333333333337,-0.05333333333333368
composite_guiding,MiniMax M2.7,Overwhelmed,E,2.58,0.2800793538346667,2.6583333333333337,-0.07833333333333359
composite_guiding,MiniMax M2.7,Humor,F,2.67,0.23237900077244497,2.6583333333333337,0.01166666666666627
composite_guiding,GLM 5,Anxious,A,2.65,0.1840893502864544,2.6683333333333334,-0.018333333333333535
composite_guiding,GLM 5,Stoic,B,2.6950000000000003,0.19500712237704998,2.6683333333333334,0.02666666666666684
composite_guiding,GLM 5,Angry,C,2.85,0.18856180831641264,2.6683333333333334,0.18166666666666664
composite_guiding,GLM 5,Hyper-rational,D,2.495,0.27633514273633586,2.6683333333333334,-0.17333333333333334
composite_guiding,GLM 5,Overwhelmed,E,2.645,0.18774983355518587,2.6683333333333334,-0.023333333333333428
composite_guiding,GLM 5,Humor,F,2.675,0.18892973414591058,2.6683333333333334,0.0066666666666663765
composite_technical,Claude Sonnet 4.6,Anxious,A,2.1350000000000002,0.3456475404544668,2.3916666666666666,-0.2566666666666664
composite_technical,Claude Sonnet 4.6,Stoic,B,2.63,0.170293863659264,2.3916666666666666,0.23833333333333329
composite_technical,Claude Sonnet 4.6,Angry,C,2.3449999999999998,0.20062402647738883,2.3916666666666666,-0.046666666666666856
composite_technical,Claude Sonnet 4.6,Hyper-rational,D,3.0,0.0,2.3916666666666666,0.6083333333333334
composite_technical,Claude Sonnet 4.6,Overwhelmed,E,1.89,0.2766867462592951,2.3916666666666666,-0.5016666666666667
composite_technical,Claude Sonnet 4.6,Humor,F,2.3499999999999996,0.19436506316151,2.3916666666666666,-0.04166666666666696
composite_technical,GPT-5.3,Anxious,A,2.3049999999999997,0.2871797733515058,2.408333333333333,-0.1033333333333335
composite_technical,GPT-5.3,Stoic,B,2.5700000000000003,0.17669811040931424,2.408333333333333,0.16166666666666707
composite_technical,GPT-5.3,Angry,C,2.38,0.2030325644378808,2.408333333333333,-0.02833333333333332
composite_technical,GPT-5.3,Hyper-rational,D,2.96,0.11005049346146122,2.408333333333333,0.5516666666666667
composite_technical,GPT-5.3,Overwhelmed,E,2.005,0.24318488622628023,2.408333333333333,-0.4033333333333333
composite_technical,GPT-5.3,Humor,F,2.23,0.3794733192202055,2.408333333333333,-0.17833333333333323
composite_technical,Gemini 3.1 Pro,Anxious,A,2.4,0.18708286933869714,2.55,-0.1499999999999999
composite_technical,Gemini 3.1 Pro,Stoic,B,2.67,0.1960725489313699,2.55,0.1200000000000001
composite_technical,Gemini 3.1 Pro,Angry,C,2.5249999999999995,0.07905694150420943,2.55,-0.025000000000000355
composite_technical,Gemini 3.1 Pro,Hyper-rational,D,2.9850000000000003,0.04743416490252566,2.55,0.4350000000000005
composite_technical,Gemini 3.1 Pro,Overwhelmed,E,2.2649999999999997,0.31627168349028306,2.55,-0.28500000000000014
composite_technical,Gemini 3.1 Pro,Humor,F,2.455,0.1832575600987128,2.55,-0.09499999999999975
composite_technical,Kimi K2.5,Anxious,A,2.505,0.07619419633774975,2.6791666666666667,-0.1741666666666668
composite_technical,Kimi K2.5,Stoic,B,2.83,0.2299758441421379,2.6791666666666667,0.15083333333333337
composite_technical,Kimi K2.5,Angry,C,2.72,0.20843330934484638,2.6791666666666667,0.0408333333333335
composite_technical,Kimi K2.5,Hyper-rational,D,3.0,0.0,2.6791666666666667,0.3208333333333333
composite_technical,Kimi K2.5,Overwhelmed,E,2.31,0.36423435679060634,2.6791666666666667,-0.36916666666666664
composite_technical,Kimi K2.5,Humor,F,2.71,0.2354664401659915,2.6791666666666667,0.030833333333333268
composite_technical,Qwen 3.5,Anxious,A,2.415,0.18265024257063311,2.5833333333333335,-0.16833333333333345
composite_technical,Qwen 3.5,Stoic,B,2.7649999999999997,0.22979459426965546,2.5833333333333335,0.1816666666666662
composite_technical,Qwen 3.5,Angry,C,2.565,0.147290340635238,2.5833333333333335,-0.018333333333333535
composite_technical,Qwen 3.5,Hyper-rational,D,3.0,0.0,2.5833333333333335,0.4166666666666665
composite_technical,Qwen 3.5,Overwhelmed,E,2.215,0.3291824890712006,2.5833333333333335,-0.3683333333333336
composite_technical,Qwen 3.5,Humor,F,2.54,0.09067647005823631,2.5833333333333335,-0.043333333333333446
composite_technical,MiniMax M2.7,Anxious,A,2.4099999999999997,0.11737877907772674,2.561666666666667,-0.15166666666666728
composite_technical,MiniMax M2.7,Stoic,B,2.72,0.15129074290546957,2.561666666666667,0.15833333333333321
composite_technical,MiniMax M2.7,Angry,C,2.44,0.15776212754932303,2.561666666666667,-0.12166666666666703
composite_technical,MiniMax M2.7,Hyper-rational,D,2.9850000000000003,0.04743416490252566,2.561666666666667,0.42333333333333334
composite_technical,MiniMax M2.7,Overwhelmed,E,2.3150000000000004,0.28582240017962984,2.561666666666667,-0.2466666666666666
composite_technical,MiniMax M2.7,Humor,F,2.5000000000000004,0.2321398046197353,2.561666666666667,-0.061666666666666536
composite_technical,GLM 5,Anxious,A,2.46,0.1449137674618944,2.6358333333333337,-0.17583333333333373
composite_technical,GLM 5,Stoic,B,2.8200000000000003,0.2287647991569799,2.6358333333333337,0.1841666666666666
composite_technical,GLM 5,Angry,C,2.63,0.18287822299126932,2.6358333333333337,-0.005833333333333801
composite_technical,GLM 5,Hyper-rational,D,3.0,0.0,2.6358333333333337,0.3641666666666663
composite_technical,GLM 5,Overwhelmed,E,2.275,0.34500402574140754,2.6358333333333337,-0.3608333333333338
composite_technical,GLM 5,Humor,F,2.63,0.27908580918579295,2.6358333333333337,-0.005833333333333801
